id,text,meta,annotation_approver,labels
77676,"Il y aura forcément des déçus, une fois qu'auront été placés les fidèles, récompensés les soutiens et remerciés les transfuges.Untel se voyait déjà à la présidence d'une commission.Tel autre convoitait un poste de questeur, et celui-ci, au vu de ses états de service, espérait une vice-présidence.Les jours de grande affluence - heureusement ils sont rares -, les berlines de fonction mises à disposition des dignitaires du Sénat peinent à se ranger dans la cour d'honneur du Palais du Luxembourg.",{},,[]
77677,"Selon un sondage BVA (réalisé les 12 et 13 septembre auprès d'un échantillon de 955 personnes) pour Orange et L'Express rendu public le 16 septembre, 62 % des personnes interrogées sont opposées au maintien d'une présence militaire française en Afghanistan.Pour M. Sarkozy, il n'est toutefois pas question de changer de cap.« Nous n'avons pas le droit de laisser triompher les barbares, déclarait-il lors de la cérémonie d'hommage aux soldats tués en Afghanistan.Car la défaite à l'autre bout du monde se paiera d'une défaite sur le territoire de la République française.",{},,[]
77678,"Les partisans de l'extension l'affirment, mais pour trois quarts (76 %) des salariés exerçant déjà une activité ponctuelle ou habituelle le dimanche, cela relève d'une « contrainte » et non d'un « choix » (sondage IFOP réalisé du 5 au 9 décembre auprès d'un échantillon de 2 788 actifs).Est-ce un plus pour l'activité économique ?Les études de simulation montrent que l'effet de l'ouverture des commerces sur la demande globale risque d'être faible, voire nul.Certains sous-secteurs, comme l'ameublement, pourraient toutefois en profiter.",{},,[]
77679,"»   A la veille du débat, il ne faisait aucun doute pour le PS qu '« à partir du moment où la demande n'est pas satisfaite », le groupe votera non.« La question binaire est un piège tendu par Nicolas Sarkozy, estime-t-on dans l'entourage de M. Ayrault.Il ne s'agit pas de se prononcer sur le retrait immédiat des soldats français, mais de dire non à une orientation qui conduit à un enlisement politique, militaire et diplomatique.» De quoi réconforter M. Jospin qui, par deux fois, cette semaine, s'est entretenu avec les responsables du PS pour s'assurer qu'ils ne risquaient pas de laisser M. Sarkozy les abuser.",{},,"[[209, 251, 'off']]"
77680,"Il s'était mis au service de Nicolas Sarkozy.Il avait hérité d'une fonction stratégique de vice-président du conseil national de l'UMP.Rien ne devait en principe l'empêcher d'y accéder, le moment venu.Rien, hormis la détermination de son ancien ministre délégué qui, depuis qu'il a fait son retour au Palais du Luxembourg, le 1er octobre 2007, a patiemment entrepris de « tisser » avec ses collègues un réseau d'amitiés, de compagnonnages et de proximités qui lui a permis de faire basculer le scénario établi.",{},,[]
77681,"M. Raffarin espérait avoir passé avec le président sortant, M. Poncelet, et son vice-président, Jean-Claude Gaudin, un contrat suffisamment solide pour que ceux-ci renoncent à se présenter une fois que lui-même aurait officialisé sa candidature et se désistent en sa faveur.Mais le premier est resté muet sur ses intentions.Quant au second, après avoir attendu jusqu'à la veille de la primaire pour annoncer qu'il n'était pas candidat, il s'est bien gardé d'appeler à voter pour qui que ce soit.Un silence qui valait condamnation définitive, alors que les intentions de vote, depuis le résultat du renouvellement sénatorial, dimanche, penchaient de plus en plus nettement en faveur de M. Larcher.",{},,[]
77682,"Sa popularité restée intacte est surprenante.Les passants le saluent, l'encouragent.Les chauffeurs s'arrêtent, le hèlent.Lui traverse la rue pour engager la conversation.",{},,[]
77683,"Notre recul sur le travail du dimanche serait un symbole.» La gauche a dénoncé cette « obsession » du chef de l'Etat.« Il en a fait une affaire personnelle, nous en faisons un choix de société », a réagi Jean-Marc Ayrault, le président du groupe socialiste.« C'est le président de la République qui, ravalant son premier ministre au rang d'exécutant, dicte aux députés l'ordre du jour », s'indignent les députés communistes.",{},,[]
77684,"« Nos électeurs nous renvoient des messages, estime M. Schosteck.L'appétence pour les réformes reste.Ce qui se brouille, c'est l'image de Nicolas Sarkozy.Les gens ne veulent pas qu'on se détourne de l'essentiel pour l'accessoire.",{},,[]
77685,"Les résultats définitifs ne sont pas encore connus quand François Bayrou rejoint, aux alentours de 20 h 45, la brasserie où se sont donné rendez-vous ses supporteurs et les médias, débarqués en nombre dans la capitale du Béarn.« Il y n'y a qu'un point, c'est bon », lâche le chef de file de la liste PauConfiance avant de faire ses déclarations en direct aux chaînes de télévision.Les premières estimations le donnaient deux ou trois points derrière Martine Lignières-Cassou, chef de file (PS) de la liste d'union de la gauche.« La deuxième mi-temps s'annonce passionnante », répète-t-il.",{},,[]
77686,"L'exercice, pour le gouvernement, était de haute volée : justifier devant les sénateurs, vendredi 20 juin, l'exact inverse des considérations qui avaient motivé le projet de réforme des institutions en ce qui concerne la représentativité du Sénat.Posant pour principe, dans l'exposé des motifs du projet de loi, qu' « un Parlement renforcé est un Parlement plus représentatif », l'article 9 prévoyait que le Sénat assure la représentation des collectivités territoriales « en tenant compte de leur population ».Certes, la formule était en retrait sur ce qu'avait proposé le comité Balladur - « en fonction de leur population » -, mais au moins permettait-elle de dépasser la censure par le Conseil constitutionnel, en juillet 2000, du projet de réforme du mode de scrutin sénatorial présenté par le gouvernement de Lionel Jospin.Cette décision « a eu pour effet d'interdire toute évolution de la composition du collège électoral sénatorial dans le sens d'un équilibre plus juste, en termes démographiques, entre petites, moyennes et grandes communes », constatait l'exposé des motifs.",{},,[]
77687,"Un temps, il a cherché à faire bonne figure, saluant le vainqueur et lui adressait ses félicitations.Mais face à la « meute » de journalistes qui l'attendaient à la sortie de la salle Clemenceau, où avait eu lieu la présentation des trois candidats, le sénateur de la Vienne, entouré de quelques fidèles, n'est pas parvenu à dissimuler son désarroi.Le teint hâve, les yeux embués, il a été prestement entraîné à l'écart par une de ses collaboratrices.Sur son blog, jeudi matin, M. Raffarin n'avait pas ajouté une ligne de commentaire à son « carnet ».",{},,[]
77688,"»   Demandant un rappel au règlement, M. Grand s'est interrogé sur l' « impartialité » du redécoupage auquel les députés étaient appelés à donner leur feu vert.« Ces propos, a-t-il ajouté, mettent en cause la crédibilité des propos tenus par le secrétaire d'Etat [Alain Marleix].Ils peuvent apparaître comme une pression forte exercée sur les parlementaires.»  « UN BOBARD RESTE UN BOBARD »   La gauche n'en demandait pas tant.",{},,[]
77689,"»  Le Royaume-Uni, qui n'appartient ni à la zone euro ni à la zone Schengen et qui pratique l' « opting out » pour s'affranchir de certaines règles communautaires, n'entre manifestement pas dans cette catégorie.Interrogé pour savoir si cela excluait un candidat britannique ou polonais, M. Giscard d'Estaing s'est contenté de répondre : « Il semble.»   Au passage, l'ancien président de la Convention qui a négocié la Constitution européenne a regretté que le traité « simplifié » de Lisbonne, bien qu' « identique dans sa substance à 98 % » au texte qu'il avait inspiré, se présente comme « un catalogue de modifications dont la lecture devient impossible ».Dans les colonnes du Monde daté du 17 janvier, Edouard Balladur a aussi estimé qu'une candidature de M. Blair à la présidence du Conseil européen n'était pas la « meilleure idée ».",{},,[]
77690,"2004.A peine plus de 5 % des cabinets médicaux ont passé une convention avec un établissement de santé pour pouvoir effectuer ces IVG.Quant au décret étendant cette autorisation aux centres de santé et aux centres de planification familiale, il n'est toujours pas paru.MANQUE D'INFORMATION   La France connaît une situation paradoxale : le taux d'utilisation des contraceptifs y est parmi les plus élevés d'Europe, mais le nombre d'IVG reste stable.",{},,[]
77691,"« Ils veulent garder la durée légale.Ça tombe bien, nous aussi », ajoute le ministre du travail, précisant qu'il n'avait pas voulu répondre aux interpellations de la gauche parce que « c'était à [M. Sarkozy] de le faire ».Quel serait le coût pour les finances publiques d'un tel dispositif ?En tablant sur la stabilité du « stock » d'heures supplémentaires effectuées en 2006, il avait été évalué à 6 milliards d'euros.",{},,[]
77692,"La ville est gérée par la droite.Le maire sortant, Philippe Houillon, député (UMP) et ancien président de la commission des lois de l'Assemblée nationale, avait, à ce titre, été rapporteur de la commission d'enquête sur l'affaire d'Outreau.UNE PARTIE LOIN D'ÊTRE JOUÉE   Le résultat du scrutin dans cette ville moyenne de près de 30 000 habitants, située à une cinquantaine de kilomètres de Paris, donnera une indication sur l'état du corps électoral moins d'un an après l'élection de M. Sarkozy.Au premier tour de l'élection présidentielle, celui-ci y avait recueilli 30,7 % des voix, Mme Royal 29,7 % et François Bayrou 20,6 %.",{},,[]
77693,"Elles forment la liste complète des femmes présidant un conseil général.Trois sur 101.En l'absence de législation contraignante, il est toujours aussi difficile pour les femmes de franchir les portes des assemblées départementales.En 2004, date du dernier renouvellement cantonal, le seuil des 10 % a été franchi : on compte aujourd'hui 415 conseillères générales pour 4 015 sièges (10,4 %).",{},,[]
77694,"« PARLONS-EN DU POUVOIR D'ACHAT »   Désireux de mener tambour battant ses réformes, le gouvernement a mal préparé le terrain.« C'est grotesque, c'est fou, s'emporte Roger Karoutchi, le secrétaire d'Etat chargé des relations avec le Parlement.Ils [l'opposition] ont déposé pas moins de 1 800 amendements sur un texte [le projet de loi sur les revenus du travail] qui ne comporte que cinq articles.On ne peut pas dire, d'un côté, qu'il faut renforcer les droits du Parlement et, de l'autre, continuer avec le même système d'obstruction systématique.",{},,[]
77695,"Mais cela devra être réglé avant la fin de l'année.Quoi qu'il en soit, je veux que l'on ait pour l'année prochaine un budget à zéro augmentation.» Le ton est ferme.Reste à savoir si les intentions résisteront.",{},,[]
